bodyType;brand;color;fuelType;modelDate;name;numberOfDoors;productionDate;vehicleConfiguration;vehicleTransmission;engineDisplacement;enginePower;description;mileage;Комплектация;Привод;Руль;Состояние;Владельцы;ПТС;Таможня;Владение;id;price;model
None;BMW ;чёрный ;бензин ;F10/F11 (2009—2013) ;528i 2.0 xDrive AT (245 л.с.) ;4;2012;None;автомат ;None;None;None;95000 км ;Luxury ;полный ;левый ;не битый ;3;None;None;None;None;1 180 000;5 серия 
None;BMW ;чёрный ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 xDrive Steptronic (190 л.с.) ;4;2017;None;автомат ;None;None;None;115000 км ;Business ;полный ;левый ;битый ;1;None;None;None;None;1 395 000;5 серия 
None;BMW ;серый ;бензин ;F10/F11 рестайлинг (2013—2017) ;520i 2.0 AT (184 л.с.) ;4;2014;None;автомат ;None;None;None;126000 км ;M Sport Локальная сборка ;задний ;левый ;не битый ;3;None;None;None;None;1 375 000;5 серия 
None;BMW ;белый ;бензин ;E71 рестайлинг (2012—2014) ;35i 3.0 AT (306 л.с.) ;5;2012;None;автомат ;None;None;None;122000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 449 000;X6 
None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1 000 000;None
None;BMW ;белый ;дизель ;E84 рестайлинг (2012—2015) ;20d 2.0 xDrive AT (184 л.с.) ;5;2013;None;автомат ;None;None;None;148640 км ;None;полный ;левый ;не битый ;2;None;None;None;None;805 000;X1 
None;BMW ;пурпурный ;бензин ;I (1936—1946) ;2.0 MT (51 л.с.) ;4;1938;None;механика ;None;None;None;6000 км ;Базовая ;задний ;левый ;не битый ;1;None;None;None;None;700 000;326
None;BMW ;красный ;бензин ;F20/F21 (2011—2015) ;116i 1.6 AT (136 л.с.) ;5;2012;None;автомат ;None;None;None;99000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;580 000;1 серия 
None;BMW ;чёрный ;бензин ;E60/E61 (2002—2007) ;530i 3.0 AT (258 л.с.) ;4;2005;None;автомат ;None;None;None;223000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;695 000;5 серия 
None;BMW ;чёрный ;дизель ;F16 (2014—н. в.) ;30d 3.0 AT (249 л.с.) ;5;2018;None;автомат ;None;None;None;37000 км ;Luxury ;полный ;левый ;не битый ;1;None;None;None;None;3 300 000;X6 
None;BMW ;синий ;бензин ;E70 рестайлинг (2010—2013) ;4.4 AT (555 л.с.) ;5;2010;None;автомат ;None;None;None;86000 км ;M ;полный ;левый ;не битый ;3;None;None;None;None;1 230 000;X5 M 
None;BMW ;чёрный ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;318i 2.0 AT (136 л.с.) ;4;2010;None;автомат ;None;None;None;161000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;590 000;3 серия 
None;BMW ;серебряный ;бензин ;F25 (2010—2014) ;20i 2.0 xDrive AT (184 л.с.) ;5;2013;None;автомат ;None;None;None;60800 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 305 000;X3 
None;BMW ;белый ;дизель ;E84 рестайлинг (2012—2015) ;20d 2.0 xDrive AT (184 л.с.) ;5;2013;None;автомат ;None;None;None;41322 км ;Business ;полный ;левый ;не битый ;2;None;None;None;None;1 100 000;X1 
None;BMW ;чёрный ;бензин ;F39 (2017—н. в.) ;20i 2.0 xDrive AT (192 л.с.) ;5;2018;None;автомат ;None;None;None;21800 км ;M Sport X ;полный ;левый ;не битый ;2;None;None;None;None;2 060 000;X2 
None;BMW ;серый ;бензин ;E70 (2006—2010) ;3.0si 3.0 AT (264 л.с.) ;5;2008;None;автомат ;None;None;None;200000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;500 000;X5 
None;BMW ;синий ;бензин ;E60/E61 рестайлинг (2007—2010) ;530i 3.0 AT (272 л.с.) ;4;2008;None;автомат ;None;None;None;176000 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;625 000;5 серия 
None;BMW ;синий ;дизель ;E71 (2007—2012) ;30d 3.0 AT (245 л.с.) ;5;2012;None;автомат ;None;None;None;150000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;1 600 000;X6 
None;BMW ;чёрный ;бензин ;F01/F02 (2008—2012) ;740Li 3.0 AT (326 л.с.) ;4;2010;None;автомат ;None;None;None;139000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;899 000;7 серия 
None;BMW ;чёрный ;дизель ;E70 рестайлинг (2010—2013) ;40d 3.0 AT (306 л.с.) ;5;2011;None;автомат ;None;None;None;168000 км ;M Sport ;полный ;левый ;не битый ;4+ ;None;None;None;None;1 290 000;X5 
None;BMW ;зелёный ;дизель ;E39 рестайлинг (2000—2004) ;530d 2.9 MT (193 л.с.) ;4;2000;None;механика ;None;None;None;300000 км ;Базовая ;задний ;левый ;не битый ;1;None;None;None;None;330 000;5 серия 
None;BMW ;синий ;бензин ;E71 рестайлинг (2012—2014) ;35i 3.0 AT (306 л.с.) ;5;2012;None;автомат ;None;None;None;102000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;1 500 000;X6 
None;BMW ;серый ;дизель ;G30/G31 (2016—н. в.) ;530d 3.0 xDrive Steptronic (249 л.с.) ;4;2018;None;автомат ;None;None;None;36000 км ;M Sport ;полный ;левый ;не битый ;1;None;None;None;None;3 600 000;5 серия 
None;BMW ;серебряный ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;320i 2.0 AT (156 л.с.) ;4;2011;None;автомат ;None;None;None;110000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;620 000;3 серия 
None;BMW ;синий ;дизель ;E84 рестайлинг (2012—2015) ;20d 2.0 xDrive AT (184 л.с.) ;5;2014;None;автомат ;None;None;None;106800 км ;xLine ;полный ;левый ;не битый ;2;None;None;None;None;900 000;X1 
None;BMW ;синий ;бензин ;E71 (2007—2012) ;50i 4.4 AT (407 л.с.) ;5;2008;None;автомат ;None;None;None;180000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;890 000;X6 
None;BMW ;чёрный ;дизель ;G11/G12 (2015—2019) ;730Ld 3.0 xDrive Steptronic (249 л.с.) ;4;2018;None;автомат ;None;None;None;95000 км ;None;полный ;левый ;не битый ;2;None;None;None;None;3 337 000;7 серия 
None;BMW ;чёрный ;бензин ;E60/E61 (2004—2010) ;5.0 AMT (507 л.с.) ;4;2008;None;робот ;None;None;None;119000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;998 000;M5 
None;BMW ;серый ;дизель ;E90/E91/E92/E93 рестайлинг (2008—2013) ;320d 2.0 AT (177 л.с.) ;4;2008;None;автомат ;None;None;None;115000 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;770 000;3 серия 
None;BMW ;чёрный ;дизель ;E90/E91/E92/E93 (2005—2010) ;318d 2.0 MT (122 л.с.) ;5;2007;None;механика ;None;None;None;273821 км ;None;задний ;левый ;не битый ;1;None;None;None;None;431 000;3 серия 
None;BMW ;чёрный ;бензин ;E46 рестайлинг (2001—2006) ;320i 2.2 AT (170 л.с.) ;2;2004;None;автомат ;None;None;None;227000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;520 000;3 серия 
None;BMW ;коричневый ;дизель ;F15 (2013—2018) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2015;None;автомат ;None;None;None;143616 км ;Luxury ;полный ;левый ;не битый ;3;None;None;None;None;2 499 000;X5 
None;BMW ;чёрный ;бензин ;F30/F31 рестайлинг (2015—н. в.) ;318i 1.5 Steptronic (136 л.с.) ;4;2016;None;автомат ;None;None;None;75000 км ;Base ;задний ;левый ;не битый ;1;None;None;None;None;1 050 000;3 серия 
None;BMW ;чёрный ;дизель ;F16 (2014—н. в.) ;30d 3.0 AT (249 л.с.) ;5;2018;None;автомат ;None;None;None;999999 км ;M Sport ;полный ;левый ;битый ;1;None;None;None;None;420 000;X6 
None;BMW ;синий ;бензин ;E53 рестайлинг (2003—2007) ;4.4i 4.4 AT (320 л.с.) ;5;2006;None;автомат ;None;None;None;161023 км ;None;полный ;левый ;не битый ;3;None;None;None;None;565 000;X5 
None;BMW ;чёрный ;бензин ;F01/F02 рестайлинг (2012—2015) ;750Li 4.4 xDrive AT (450 л.с.) ;4;2013;None;автомат ;None;None;None;122000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;1 070 000;7 серия 
None;BMW ;серый ;дизель ;F10/F11 рестайлинг (2013—2017) ;520d 2.0 AT (190 л.с.) ;4;2016;None;автомат ;None;None;None;83500 км ;SE Локальная сборка ;задний ;левый ;не битый ;1;None;None;None;None;1 700 000;5 серия 
None;BMW ;чёрный ;бензин ;F01/F02 (2008—2012) ;750i 4.4 AT (407 л.с.) ;4;2011;None;автомат ;None;None;None;147621 км ;None;задний ;левый ;не битый ;3;None;None;None;None;770 000;7 серия 
None;BMW ;красный ;бензин ;E71 (2007—2012) ;35i 3.0 AT (306 л.с.) ;5;2009;None;автомат ;None;None;None;152000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;999 999;X6 
None;BMW ;чёрный ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 Steptronic (190 л.с.) ;4;2017;None;автомат ;None;None;None;240031 км ;None;задний ;левый ;не битый ;1;None;None;None;None;1 530 000;5 серия 
None;BMW ;красный ;бензин ;E90/E91/E92/E93 (2005—2010) ;320i 2.0 AT (156 л.с.) ;4;2008;None;автомат ;None;None;None;120000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;450 000;3 серия 
None;BMW ;серый ;бензин ;E84 рестайлинг (2012—2015) ;18i 2.0 sDrive AT (150 л.с.) ;5;2012;None;автомат ;None;None;None;160000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;750 000;X1 
None;BMW ;синий ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 xDrive Steptronic (190 л.с.) ;4;2018;None;автомат ;None;None;None;28200 км ;None;полный ;левый ;не битый ;1;None;None;None;None;2 500 000;5 серия 
None;BMW ;оранжевый ;бензин ;F20/F21 (2011—2015) ;M135i 3.0 AT (320 л.с.) ;3;2013;None;автомат ;None;None;None;52000 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;1 350 000;1 серия 
None;BMW ;белый ;дизель ;F10/F11 рестайлинг (2013—2017) ;530d 3.0 xDrive AT (258 л.с.) ;4;2016;None;автомат ;None;None;None;81000 км ;Luxury Локальная сборка ;полный ;левый ;не битый ;2;None;None;None;None;1 950 000;5 серия 
None;BMW ;чёрный ;дизель ;G20 (2018—н. в.) ;320d 2.0 AT (190 л.с.) ;4;2019;None;автомат ;None;None;None;15000 км ;Base ;задний ;левый ;битый ;1;None;None;None;None;930 000;3 серия 
None;BMW ;чёрный ;дизель ;E53 рестайлинг (2003—2007) ;3.0d 3.0 AT (218 л.с.) ;5;2006;None;автомат ;None;None;None;218000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;619 000;X5 
None;BMW ;синий ;бензин ;F32/F33 (2013—2017) ;435i 3.0 xDrive AT (306 л.с.) ;2;2014;None;автомат ;None;None;None;80500 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 700 000;4 серия 
None;BMW ;белый ;дизель ;F25 рестайлинг (2014—2018) ;20d 2.0 xDrive AT (190 л.с.) ;5;2017;None;автомат ;None;None;None;32718 км ;None;полный ;левый ;не битый ;1;None;None;None;None;2 320 000;X3 
None;BMW ;серый ;дизель ;F25 (2010—2014) ;20d 2.0 xDrive AT (184 л.с.) ;5;2012;None;автомат ;None;None;None;132760 км ;None;полный ;левый ;не битый ;1;None;None;None;None;1 297 000;X3 
None;BMW ;чёрный ;дизель ;F25 (2010—2014) ;20d 2.0 xDrive AT (184 л.с.) ;5;2011;None;автомат ;None;None;None;162787 км ;None;полный ;левый ;не битый ;2;None;None;None;None;998 000;X3 
None;BMW ;чёрный ;бензин ;E60/E61 (2002—2007) ;530xi 3.0 AT (258 л.с.) ;4;2006;None;автомат ;None;None;None;223050 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;560 000;5 серия 
None;BMW ;чёрный ;бензин ;E38 (1994—1998) ;735i 3.5 AT (235 л.с.) ;4;1998;None;автомат ;None;None;None;422000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;350 000;7 серия 
None;BMW ;чёрный ;дизель ;F15 (2013—2018) ;25d 3.0 xDrive Steptronic (218 л.с.) ;5;2017;None;автомат ;None;None;None;102000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;2 480 000;X5 
None;BMW ;белый ;дизель ;E84 (2009—2012) ;20d 2.0 xDrive AT (177 л.с.) ;5;2012;None;автомат ;None;None;None;103671 км ;None;полный ;левый ;не битый ;1;None;None;None;None;805 000;X1 
None;BMW ;синий ;дизель ;G02 (2018—н. в.) ;20d 2.0 xDrive Steptronic (190 л.с.) ;5;2019;None;автомат ;None;None;None;2016 км ;Sport ;полный ;левый ;не битый ;1;None;None;None;None;3 482 998;X4 
None;BMW ;белый ;дизель ;F15 (2013—2018) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2015;None;автомат ;None;None;None;133000 км ;None;полный ;левый ;не битый ;1;None;None;None;None;2 859 000;X5 
None;BMW ;белый ;бензин ;F30/F31 рестайлинг (2015—н. в.) ;320i 2.0 xDrive Steptronic (184 л.с.) ;4;2017;None;автомат ;None;None;None;46200 км ;None;полный ;левый ;не битый ;3;None;None;None;None;1 679 000;3 серия 
None;BMW ;чёрный ;бензин ;E70 рестайлинг (2010—2013) ;35i 3.0 AT (306 л.с.) ;5;2012;None;автомат ;None;None;None;115000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;1 490 000;X5 
None;BMW ;чёрный ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;318i 2.0 AT (136 л.с.) ;4;2011;None;автомат ;None;None;None;150000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;600 000;3 серия 
None;BMW ;чёрный ;бензин ;E38 рестайлинг (1998—2001) ;728Li 2.8 AT (193 л.с.) ;4;1998;None;автомат ;None;None;None;326326 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;399 993;7 серия 
None;BMW ;синий ;бензин ;E71 (2007—2012) ;50i 4.4 AT (407 л.с.) ;5;2009;None;автомат ;None;None;None;195000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;900 000;X6 
None;BMW ;серебряный ;бензин ;F25 (2010—2014) ;20i 2.0 xDrive AT (184 л.с.) ;5;2013;None;автомат ;None;None;None;60800 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 305 000;X3 
None;BMW ;чёрный ;бензин ;E53 рестайлинг (2003—2007) ;3.0i 3.0 AT (231 л.с.) ;5;2005;None;автомат ;None;None;None;99000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;285 000;X5 
None;BMW ;чёрный ;бензин ;E65/E66 рестайлинг (2005—2008) ;740i 4.0 AT (306 л.с.) ;4;2005;None;автомат ;None;None;None;240000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;390 000;7 серия 
None;BMW ;белый ;бензин ;F30/F31 рестайлинг (2015—н. в.) ;320i 2.0 xDrive Steptronic (184 л.с.) ;4;2017;None;автомат ;None;None;None;46200 км ;None;полный ;левый ;не битый ;3;None;None;None;None;1 679 000;3 серия 
None;BMW ;чёрный ;бензин ;E34 (1988—1996) ;520i 2.0 MT (150 л.с.) ;5;1994;None;механика ;None;None;None;469000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;225 000;5 серия 
None;BMW ;чёрный ;бензин ;E70 (2006—2010) ;3.0si 3.0 AT (272 л.с.) ;5;2008;None;автомат ;None;None;None;212000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;700 000;X5 
None;BMW ;белый ;дизель ;F10/F11 рестайлинг (2013—2017) ;530d 3.0 xDrive AT (258 л.с.) ;4;2016;None;автомат ;None;None;None;81000 км ;Luxury Локальная сборка ;полный ;левый ;не битый ;2;None;None;None;None;1 950 000;5 серия 
None;BMW ;чёрный ;бензин ;F30/F31 (2011—2015) ;320i 2.0 AT (184 л.с.) ;4;2012;None;автомат ;None;None;None;130000 км ;SE ;задний ;левый ;не битый ;3;None;None;None;None;1 090 000;3 серия 
None;BMW ;синий ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 xDrive Steptronic (190 л.с.) ;4;2018;None;автомат ;None;None;None;28200 км ;None;полный ;левый ;не битый ;1;None;None;None;None;2 500 000;5 серия 
None;BMW ;серый ;бензин ;E70 (2006—2010) ;48i 4.8 AT (355 л.с.) ;5;2007;None;автомат ;None;None;None;200000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;900 000;X5 
None;BMW ;синий ;бензин ;E53 рестайлинг (2003—2007) ;4.4i 4.4 AT (320 л.с.) ;5;2006;None;автомат ;None;None;None;161023 км ;None;полный ;левый ;не битый ;3;None;None;None;None;565 000;X5 
None;BMW ;чёрный ;бензин ;F01/F02 рестайлинг (2012—2015) ;750Li 4.4 xDrive AT (450 л.с.) ;4;2013;None;автомат ;None;None;None;122000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;1 070 000;7 серия 
None;BMW ;чёрный ;бензин ;F01/F02 (2008—2012) ;750Li 4.4 xDrive AT (407 л.с.) ;4;2010;None;автомат ;None;None;None;140000 км ;Базовая ;полный ;левый ;битый ;2;None;None;None;None;250 000;7 серия 
None;BMW ;чёрный ;бензин ;E53 рестайлинг (2003—2007) ;3.0i 3.0 AT (231 л.с.) ;5;2005;None;автомат ;None;None;None;200000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;820 500;X5 
None;BMW ;чёрный ;дизель ;F25 (2010—2014) ;20d 2.0 xDrive AT (184 л.с.) ;5;2011;None;автомат ;None;None;None;162787 км ;None;полный ;левый ;не битый ;2;None;None;None;None;998 000;X3 
None;BMW ;коричневый ;бензин ;F30/F31 (2011—2015) ;320i 2.0 AT (184 л.с.) ;4;2012;None;автомат ;None;None;None;136000 км ;SE ;задний ;левый ;не битый ;1;None;None;None;None;970 000;3 серия 
None;BMW ;серый ;дизель ;F25 (2010—2014) ;20d 2.0 xDrive AT (184 л.с.) ;5;2012;None;автомат ;None;None;None;132760 км ;None;полный ;левый ;не битый ;1;None;None;None;None;1 297 000;X3 
None;BMW ;белый ;дизель ;F15 (2013—2018) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2015;None;автомат ;None;None;None;133000 км ;None;полный ;левый ;не битый ;1;None;None;None;None;2 859 000;X5 
None;BMW ;голубой ;бензин ;F06/F12/F13 рестайлинг (2015—2018) ;4.4 Drivelogic (560 л.с.) ;5;2017;None;робот ;None;None;None;70700 км ;Gran Coupe ;задний ;левый ;не битый ;1;None;None;None;None;3 700 000;M6 
None;BMW ;серебряный ;бензин ;E46 (1998—2003) ;325xi 2.5 AT (192 л.с.) ;4;2002;None;автомат ;None;None;None;232000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;350 000;3 серия 
None;BMW ;белый ;дизель ;E46 рестайлинг (2001—2006) ;320d 2.0 AT (150 л.с.) ;5;2002;None;автомат ;None;None;None;326000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;280 000;3 серия 
None;BMW ;оранжевый ;бензин ;F20/F21 (2011—2015) ;M135i 3.0 AT (320 л.с.) ;3;2013;None;автомат ;None;None;None;52000 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;1 350 000;1 серия 
None;BMW ;синий ;бензин ;F86 (2014—2019) ;4.4 AT (575 л.с.) ;5;2017;None;автомат ;None;None;None;36151 км ;None;полный ;левый ;не битый ;2;None;None;None;None;4 550 000;X6 M 
None;BMW ;синий ;бензин ;E71 рестайлинг (2012—2014) ;4.4 AT (555 л.с.) ;5;2013;None;автомат ;None;None;None;85000 км ;M ;полный ;левый ;не битый ;1;None;None;None;None;1 800 000;X6 M 
None;BMW ;белый ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;325i 2.5 AT (218 л.с.) ;4;2011;None;автомат ;None;None;None;135000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;650 000;3 серия 
None;BMW ;серый ;бензин ;E70 (2006—2010) ;4.8i 4.8 AT (355 л.с.) ;5;2007;None;автомат ;None;None;None;190000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;690 000;X5 
None;BMW ;серебряный ;бензин ;E39 (1995—2000) ;523i 2.5 AT (170 л.с.) ;4;2000;None;автомат ;None;None;None;340000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;290 000;5 серия 
None;BMW ;красный ;бензин ;E90/E91/E92/E93 (2005—2010) ;320i 2.0 AT (156 л.с.) ;2;2008;None;автомат ;None;None;None;199000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;630 000;3 серия 
None;BMW ;чёрный ;бензин ;F01/F02 (2008—2012) ;750i 4.4 AT (407 л.с.) ;4;2011;None;автомат ;None;None;None;147621 км ;None;задний ;левый ;не битый ;3;None;None;None;None;770 000;7 серия 
None;BMW ;чёрный ;дизель ;F10/F11 (2009—2013) ;530d 3.0 xDrive AT (258 л.с.) ;4;2013;None;автомат ;None;None;None;162213 км ;Luxury ;полный ;левый ;не битый ;1;None;None;None;None;1 280 000;5 серия 
None;BMW ;синий ;бензин ;F32/F33 (2013—2017) ;435i 3.0 xDrive AT (306 л.с.) ;2;2014;None;автомат ;None;None;None;80500 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 700 000;4 серия 
None;BMW ;белый ;бензин ;E53 рестайлинг (2003—2007) ;3.0i 3.0 AT (231 л.с.) ;5;2004;None;автомат ;None;None;None;290000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;470 000;X5 
None;BMW ;белый ;дизель ;E84 (2009—2012) ;20d 2.0 xDrive AT (177 л.с.) ;5;2012;None;автомат ;None;None;None;103671 км ;None;полный ;левый ;не битый ;1;None;None;None;None;805 000;X1 
None;BMW ;белый ;дизель ;F16 (2014—н. в.) ;40d 3.0 AT (313 л.с.) ;5;2016;None;автомат ;None;None;None;46200 км ;M Sport ;полный ;левый ;не битый ;1;None;None;None;None;3 195 000;X6 
None;BMW ;чёрный ;бензин ;E34 (1988—1996) ;520i 2.0 MT (150 л.с.) ;4;1995;None;механика ;None;None;None;250000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;150 000;5 серия 
None;BMW ;чёрный ;дизель ;F30/F31 (2011—2015) ;320d 2.0 AT (184 л.с.) ;4;2013;None;автомат ;None;None;None;130435 км ;None;задний ;левый ;не битый ;4+ ;None;None;None;None;1 050 000;3 серия 
None;BMW ;красный ;бензин ;F32/F33 (2013—2017) ;428i 2.0 xDrive AT (245 л.с.) ;2;2014;None;автомат ;None;None;None;30000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 950 000;4 серия 
None;BMW ;серый ;бензин ;F01/F02 (2008—2012) ;760Li 6.0 AT (544 л.с.) ;4;2010;None;автомат ;None;None;None;116000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;1 050 000;7 серия 
None;BMW ;серый ;бензин ;E34 (1988—1996) ;530i 3.0 AT (218 л.с.) ;5;1994;None;автомат ;None;None;None;385000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;250 000;5 серия 
None;BMW ;красный ;бензин ;E34 (1988—1996) ;540i 4.0 MT (286 л.с.) ;4;1989;None;механика ;None;None;None;230000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;350 000;5 серия 
None;BMW ;синий ;бензин ;F30/F31 рестайлинг (2015—н. в.) ;320i 2.0 xDrive Steptronic (184 л.с.) ;4;2016;None;автомат ;None;None;None;80000 км ;M Sport ;полный ;левый ;не битый ;1;None;None;None;None;1 613 000;3 серия 
None;BMW ;синий ;дизель ;G02 (2018—н. в.) ;20d 2.0 xDrive Steptronic (190 л.с.) ;5;2019;None;автомат ;None;None;None;2016 км ;Sport ;полный ;левый ;не битый ;1;None;None;None;None;3 482 998;X4 
None;BMW ;чёрный ;бензин ;F10/F11 рестайлинг (2013—2017) ;520i 2.0 AT (184 л.с.) ;4;2015;None;автомат ;None;None;None;137000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;1 115 000;5 серия 
None;BMW ;бежевый ;бензин ;F01/F02 (2008—2012) ;750Li 4.4 xDrive AT (407 л.с.) ;4;2011;None;автомат ;None;None;None;183000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;900 000;7 серия 
None;BMW ;серебряный ;электро ;I01 (2013—2017) ;0.0 eDrive AT (170 л.с.) ;5;2014;None;автомат ;None;None;None;49000 км ;Base ;задний ;левый ;не битый ;1;None;None;None;None;1 550 000;i3 
None;BMW ;синий ;дизель ;E65/E66 рестайлинг (2005—2008) ;745d 4.4 AT (300 л.с.) ;4;2006;None;автомат ;None;None;None;158024 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;850 000;7 серия 
None;BMW ;чёрный ;дизель ;F25 рестайлинг (2014—2018) ;20d 2.0 xDrive AT (190 л.с.) ;5;2015;None;автомат ;None;None;None;100000 км ;Xline ;полный ;левый ;не битый ;1;None;None;None;None;1 500 000;X3 
None;BMW ;чёрный ;бензин ;E70 (2006—2010) ;3.0si 3.0 AT (272 л.с.) ;5;2010;None;автомат ;None;None;None;180000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;950 000;X5 
None;BMW ;чёрный ;дизель ;E71 рестайлинг (2012—2014) ;30d 3.0 AT (245 л.с.) ;5;2014;None;автомат ;None;None;None;96200 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;2 150 000;X6 
None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
None;BMW ;белый ;дизель ;F16 (2014—н. в.) ;30d 3.0 AT (249 л.с.) ;5;2015;None;автомат ;None;None;None;40000 км ;Prestige ;полный ;левый ;не битый ;1;None;None;None;None;2 650 000;X6 
None;BMW ;серый ;дизель ;F15 (2013—2018) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2015;None;автомат ;None;None;None;98700 км ;M Sport ;полный ;левый ;не битый ;2;None;None;None;None;2 650 000;X5 
None;BMW ;чёрный ;бензин ;E65/E66 (2001—2005) ;745Li 4.4 AT (333 л.с.) ;4;2003;None;автомат ;None;None;None;249646 км ;None;задний ;левый ;не битый ;4+ ;None;None;None;None;424 000;7 серия 
None;BMW ;чёрный ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 xDrive Steptronic (190 л.с.) ;4;2017;None;автомат ;None;None;None;140000 км ;Exclusive ;полный ;левый ;не битый ;2;None;None;None;None;1 680 000;5 серия 
None;BMW ;белый ;бензин ;F30/F31 рестайлинг (2015—н. в.) ;340i 3.0 xDrive Steptronic (326 л.с.) ;4;2018;None;автомат ;None;None;None;36250 км ;Base ;полный ;левый ;не битый ;1;None;None;None;None;2 550 000;3 серия 
None;BMW ;чёрный ;бензин ;E81/E82/E87/E88 рестайлинг (2007—2011) ;130i 3.0 AT (265 л.с.) ;5;2007;None;автомат ;None;None;None;152000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;580 000;1 серия 
None;BMW ;белый ;дизель ;F16 (2014—н. в.) ;40d 3.0 AT (313 л.с.) ;5;2015;None;автомат ;None;None;None;49000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;3 350 000;X6 
