bodyType;brand;color;fuelType;modelDate;name;numberOfDoors;productionDate;vehicleConfiguration;vehicleTransmission;engineDisplacement;enginePower;description;mileage;Комплектация;Привод;Руль;Состояние;Владельцы;ПТС;Таможня;Владение;id;price;model
внедорожник ;BMW ;чёрный ;бензин ;G05 (2018—н. в.) ;40i 3.0 xDrive Steptronic (340 л.с.) ;5;2020;None;None;None;None;None;None;M Sport Pure ;полный ;левый ;None;None;None;None;None;None;4 979 000;X5 
внедорожник ;BMW ;серый ;бензин ;G05 (2018—н. в.) ;40i 3.0 xDrive Steptronic (340 л.с.) ;5;2020;None;None;None;None;None;None;Luxury ;полный ;левый ;None;None;None;None;None;None;5 479 000;X5 
внедорожник ;BMW ;серый ;дизель ;G07 (2018—н. в.) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2020;None;None;None;None;None;None;Exclusive ;полный ;левый ;None;None;None;None;None;None;6 399 000;X7 
внедорожник ;BMW ;серебряный ;дизель ;G02 (2018—н. в.) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2020;None;None;None;None;None;None;M Sport ;полный ;левый ;None;None;None;None;None;None;3 979 000;X4 
None;BMW ;чёрный ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 xDrive Steptronic (190 л.с.) ;4;2019;None;автомат ;None;None;None;73000 км ;Business ;полный ;левый ;не битый ;1;None;None;None;None;2 500 000;5 серия 
None;BMW ;синий ;бензин ;F10/F11 (2009—2013) ;535i 3.0 xDrive AT (306 л.с.) ;4;2011;None;автомат ;None;None;None;208000 км ;Touring ;полный ;левый ;не битый ;4+ ;None;None;None;None;950 000;5 серия 
None;BMW ;коричневый ;дизель ;F25 рестайлинг (2014—2018) ;20d 2.0 xDrive AT (190 л.с.) ;5;2015;None;автомат ;None;None;None;81050 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 630 000;X3 
None;BMW ;белый ;бензин ;E89 (2009—2013) ;35is 3.0 AMT (340 л.с.) ;2;2011;None;робот ;None;None;None;81000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;1 840 000;Z4 
None;BMW ;серый ;дизель ;G02 (2018—н. в.) ;20d 2.0 xDrive Steptronic (190 л.с.) ;5;2019;None;автомат ;None;None;None;14800 км ;Sport ;полный ;левый ;не битый ;1;None;None;None;None;3 380 000;X4 
None;BMW ;чёрный ;бензин ;E83 рестайлинг (2006—2010) ;30i 3.0 AT (272 л.с.) ;5;2008;None;автомат ;None;None;None;155600 км ;Exclusive ;полный ;левый ;не битый ;2;None;None;None;None;649 000;X3 
None;BMW ;чёрный ;дизель ;E60/E61 рестайлинг (2007—2010) ;520d 2.0 AT (177 л.с.) ;4;2009;None;автомат ;None;None;None;260000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;770 000;5 серия 
None;BMW ;серый ;бензин ;E46 рестайлинг (2001—2006) ;325i 2.5 AT (192 л.с.) ;4;2004;None;автомат ;None;None;None;320000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;450 000;3 серия 
None;BMW ;чёрный ;дизель ;E70 (2006—2010) ;3.0d 3.0 AT (235 л.с.) ;5;2008;None;автомат ;None;None;None;245000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;1 150 000;X5 
None;BMW ;серый ;бензин ;F26 (2014—2018) ;28i 2.0 xDrive AT (245 л.с.) ;5;2015;None;автомат ;None;None;None;63635 км ;Base ;полный ;левый ;не битый ;1;None;None;None;None;2 068 000;X4 
None;BMW ;оранжевый ;бензин ;F30/F31 рестайлинг (2015—н. в.) ;320i 2.0 xDrive Steptronic (184 л.с.) ;4;2017;None;автомат ;None;None;None;31100 км ;M Sport ;полный ;левый ;не битый ;1;None;None;None;None;1 820 000;3 серия 
None;BMW ;чёрный ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;318i 2.0 AT (136 л.с.) ;4;2010;None;автомат ;None;None;None;45000 км ;Базовая ;задний ;левый ;не битый ;1;None;None;None;None;930 000;3 серия 
None;BMW ;белый ;бензин ;E63/E64 (2003—2007) ;645i 4.4 AT (333 л.с.) ;2;2005;None;автомат ;None;None;None;103000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;800 000;6 серия 
None;BMW ;белый ;дизель ;F32/F33 рестайлинг (2017—н. в.) ;420d 2.0 xDrive Steptronic (190 л.с.) ;2;2019;None;автомат ;None;None;None;9812 км ;Base ;полный ;левый ;не битый ;1;None;None;None;None;2 250 000;4 серия 
None;BMW ;синий ;бензин ;E46 рестайлинг (2001—2006) ;320i 2.2 AT (170 л.с.) ;4;2003;None;автомат ;None;None;None;225000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;390 000;3 серия 
None;BMW ;чёрный ;бензин ;E63/E64 (2003—2007) ;645i 4.4 AT (333 л.с.) ;2;2004;None;автомат ;None;None;None;271000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;520 000;6 серия 
None;BMW ;серый ;бензин ;F10/F11 (2009—2013) ;535i 3.0 xDrive AT (306 л.с.) ;5;2013;None;автомат ;None;None;None;168000 км ;Touring ;полный ;левый ;не битый ;2;None;None;None;None;1 600 000;5 серия 
None;BMW ;белый ;дизель ;E84 (2009—2012) ;20d 2.0 xDrive AT (177 л.с.) ;5;2011;None;автомат ;None;None;None;215435 км ;Lifestyle ;полный ;левый ;не битый ;3;None;None;None;None;720 000;X1 
None;BMW ;синий ;бензин ;E39 (1995—2000) ;528i 2.8 MT (193 л.с.) ;4;1999;None;механика ;None;None;None;389000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;380 000;5 серия 
None;BMW ;чёрный ;бензин ;F10/F11 рестайлинг (2013—2017) ;520i 2.0 AT (184 л.с.) ;4;2016;None;автомат ;None;None;None;138264 км ;None;задний ;левый ;не битый ;1;None;None;None;None;1 264 000;5 серия 
None;BMW ;белый ;бензин ;F20/F21 рестайлинг (2015—2017) ;118i 1.5 AT (136 л.с.) ;5;2016;None;автомат ;None;None;None;82240 км ;None;задний ;левый ;не битый ;1;None;None;None;None;1 059 000;1 серия 
None;BMW ;чёрный ;дизель ;E70 (2006—2010) ;3.0sd 3.0 AT (286 л.с.) ;5;2008;None;автомат ;None;None;None;221300 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;810 000;X5 
None;BMW ;чёрный ;бензин ;E63/E64 (2005—2010) ;5.0 SMG (507 л.с.) ;2;2008;None;робот ;None;None;None;69000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;1 090 000;M6 
None;BMW ;белый ;дизель ;F15 (2013—2018) ;40d 3.0 xDrive Steptronic (313 л.с.) ;5;2016;None;автомат ;None;None;None;48601 км ;None;полный ;None;не битый ;1;None;None;None;None;3 300 000;X5 
None;BMW ;белый ;дизель ;F15 (2013—2018) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2016;None;автомат ;None;None;None;62000 км ;M Sport ;полный ;левый ;не битый ;1;None;None;None;None;3 590 000;X5 
None;BMW ;чёрный ;дизель ;F15 (2013—2018) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2018;None;автомат ;None;None;None;88000 км ;Exclusive ;полный ;левый ;не битый ;1;None;None;None;None;3 000 000;X5 
None;BMW ;коричневый ;дизель ;E84 рестайлинг (2012—2015) ;20d 2.0 xDrive AT (184 л.с.) ;5;2013;None;автомат ;None;None;None;129000 км ;Sport Line ;полный ;левый ;не битый ;4+ ;None;None;None;None;820 000;X1 
внедорожник ;BMW ;синий ;бензин ;F48 рестайлинг (2019—н. в.) ;18i 1.5 sDrive AMT (140 л.с.) ;5;2020;None;None;None;None;None;None;Base ;передний ;левый ;None;None;None;None;None;None;1 990 000;X1 
внедорожник ;BMW ;чёрный ;бензин ;F48 рестайлинг (2019—н. в.) ;18i 1.5 sDrive AMT (140 л.с.) ;5;2020;None;None;None;None;None;None;Base ;передний ;левый ;None;None;None;None;None;None;1 990 000;X1 
None;BMW ;белый ;дизель ;E84 рестайлинг (2012—2015) ;20d 2.0 xDrive AT (184 л.с.) ;5;2014;None;автомат ;None;None;None;95000 км ;Sport Line ;полный ;левый ;не битый ;2;None;None;None;None;940 000;X1 
None;BMW ;чёрный ;бензин ;E71 рестайлинг (2012—2014) ;35i 3.0 AT (306 л.с.) ;5;2013;None;автомат ;None;None;None;100273 км ;None;полный ;левый ;не битый ;2;None;None;None;None;1 424 000;X6 
None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
None;BMW ;коричневый ;дизель ;F16 (2014—н. в.) ;30d 3.0 AT (249 л.с.) ;5;2014;None;автомат ;None;None;None;56800 км ;Prestige ;полный ;левый ;не битый ;2;None;None;None;None;2 750 000;X6 
внедорожник ;BMW ;серебряный ;бензин ;F48 рестайлинг (2019—н. в.) ;18i 1.5 sDrive AMT (140 л.с.) ;5;2020;None;None;None;None;None;None;Base ;передний ;левый ;None;None;None;None;None;None;1 996 000;X1 
внедорожник ;BMW ;оранжевый ;бензин ;F48 рестайлинг (2019—н. в.) ;18i 1.5 sDrive AMT (140 л.с.) ;5;2020;None;None;None;None;None;None;Base ;передний ;левый ;None;None;None;None;None;None;1 997 000;X1 
внедорожник ;BMW ;белый ;бензин ;F48 рестайлинг (2019—н. в.) ;18i 1.5 sDrive AMT (140 л.с.) ;5;2020;None;None;None;None;None;None;Base ;передний ;левый ;None;None;None;None;None;None;1 992 000;X1 
внедорожник ;BMW ;серый ;бензин ;F48 рестайлинг (2019—н. в.) ;18i 1.5 sDrive AMT (140 л.с.) ;5;2020;None;None;None;None;None;None;Base ;передний ;левый ;None;None;None;None;None;None;1 999 000;X1 
None;BMW ;красный ;бензин ;E53 (1999—2003) ;3.0i 3.0 AT (231 л.с.) ;5;2003;None;автомат ;None;None;None;380000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;360 000;X5 
None;BMW ;бежевый ;бензин ;E83 рестайлинг (2006—2010) ;25i 2.5 AT (218 л.с.) ;5;2010;None;автомат ;None;None;None;112519 км ;None;полный ;левый ;не битый ;2;None;None;None;None;743 000;X3 
None;BMW ;белый ;дизель ;F15 (2013—2018) ;40d 3.0 xDrive Steptronic (313 л.с.) ;5;2017;None;автомат ;None;None;None;71082 км ;None;полный ;левый ;не битый ;2;None;None;None;None;3 490 000;X5 
None;BMW ;серый ;бензин ;E83 рестайлинг (2006—2010) ;25i 2.5 AT (218 л.с.) ;5;2008;None;автомат ;None;None;None;110000 км ;Lifestyle ;полный ;левый ;не битый ;3;None;None;None;None;575 000;X3 
None;BMW ;серый ;дизель ;F10/F11 рестайлинг (2013—2017) ;530d 3.0 xDrive AT (258 л.с.) ;4;2015;None;автомат ;None;None;None;115000 км ;Luxury Локальная сборка ;полный ;левый ;не битый ;3;None;None;None;None;1 599 000;5 серия 
None;BMW ;голубой ;бензин ;E36 (1995—2000) ;1.9 MT (140 л.с.) ;2;1997;None;механика ;None;None;None;178000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;900 000;Z3 
седан ;BMW ;чёрный ;дизель ;G11/G12 рестайлинг (2019—н. в.) ;740Ld 3.0 xDrive Steptronic (320 л.с.) ;4;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;9 407 923;7 серия 
седан ;BMW ;белый ;бензин ;F44 (2019—н. в.) ;M235i 2.0 xDrive AT (306 л.с.) ;4;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;3 584 871;2 серия Gran Coupe 
None;BMW ;чёрный ;бензин ;F10/F11 (2009—2013) ;520i 2.0 AT (184 л.с.) ;4;2012;None;автомат ;None;None;None;126000 км ;SE ;задний ;левый ;не битый ;3;None;None;None;None;1 100 000;5 серия 
None;BMW ;чёрный ;бензин ;F82/F83 (2014—2017) ;3.0 Drivelogic (431 л.с.) ;2;2017;None;робот ;None;None;None;15000 км ;Base ;задний ;левый ;не битый ;1;None;None;None;None;3 333 333;M4 
внедорожник ;BMW ;серый ;дизель ;F39 (2017—н. в.) ;18d 2.0 xDrive AT (150 л.с.) ;5;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;2 668 754;X2 
купе ;BMW ;синий ;дизель ;G14/G15 (2018—н. в.) ;840d 3.0 xDrive AT (320 л.с.) ;2;2020;None;None;None;None;None;None;None;полный ;левый ;None;None;None;None;None;None;7 768 009;8 серия 
седан ;BMW ;чёрный ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 xDrive Steptronic (190 л.с.) ;4;2020;None;None;None;None;None;None;Exclusive ;полный ;левый ;None;None;None;None;None;None;3 352 800;5 серия 
внедорожник ;BMW ;серебряный ;бензин ;G01 (2017—н. в.) ;20i 2.0 xDrive Steptronic (184 л.с.) ;5;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;3 397 575;X3 
внедорожник ;BMW ;чёрный ;бензин ;G07 (2018—н. в.) ;40i 3.0 xDrive Steptronic (340 л.с.) ;5;2020;None;None;None;None;None;None;None;полный ;левый ;None;None;None;None;None;None;5 934 000;X7 
внедорожник ;BMW ;чёрный ;дизель ;G07 (2018—н. в.) ;M50d 3.0 xDrive Steptronic (400 л.с.) ;5;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;10 601 300;X7 
внедорожник ;BMW ;бежевый ;бензин ;F48 рестайлинг (2019—н. в.) ;18i 1.5 sDrive AMT (140 л.с.) ;5;2020;None;None;None;None;None;None;Base ;передний ;левый ;None;None;None;None;None;None;2 180 322;X1 
седан ;BMW ;коричневый ;дизель ;G30/G31 (2016—н. в.) ;M550d 3.0 xDrive Steptronic (400 л.с.) ;4;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;7 213 730;5 серия 
седан ;BMW ;чёрный ;дизель ;G16 (2018—н. в.) ;840d 3.0 xDrive AT (320 л.с.) ;4;2020;None;None;None;None;None;None;None;полный ;левый ;None;None;None;None;None;None;7 496 559;8 серия Gran Coupe 
внедорожник ;BMW ;коричневый ;бензин ;F48 рестайлинг (2019—н. в.) ;18i 1.5 sDrive AMT (140 л.с.) ;5;2020;None;None;None;None;None;None;Base ;передний ;левый ;None;None;None;None;None;None;2 180 322;X1 
седан ;BMW ;белый ;бензин ;G11/G12 рестайлинг (2019—н. в.) ;730i 2.0 Steptronic (249 л.с.) ;4;2020;None;None;None;None;None;None;M Sport Pure ;задний ;левый ;None;None;None;None;None;None;5 544 700;7 серия 
внедорожник ;BMW ;чёрный ;бензин ;G05 (2018—н. в.) ;40i 3.0 xDrive Steptronic (340 л.с.) ;5;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;5 814 768;X5 
седан ;BMW ;чёрный ;бензин ;G30/G31 (2016—н. в.) ;530i 2.0 xDrive Steptronic (249 л.с.) ;4;2020;None;None;None;None;None;None;Luxury ;полный ;левый ;None;None;None;None;None;None;3 696 000;5 серия 
внедорожник ;BMW ;синий ;бензин ;G01 (2017—н. в.) ;20i 2.0 xDrive Steptronic (184 л.с.) ;5;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;3 052 700;X3 
внедорожник ;BMW ;чёрный ;дизель ;F39 (2017—н. в.) ;18d 2.0 xDrive AT (150 л.с.) ;5;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;2 447 500;X2 
внедорожник ;BMW ;белый ;бензин ;F39 (2017—н. в.) ;20i 2.0 xDrive AMT (192 л.с.) ;5;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;2 836 697;X2 
внедорожник ;BMW ;серебряный ;дизель ;G01 (2017—н. в.) ;20d 2.0 xDrive Steptronic (190 л.с.) ;5;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;3 453 200;X3 
внедорожник ;BMW ;чёрный ;бензин ;G07 (2018—н. в.) ;40i 3.0 xDrive Steptronic (340 л.с.) ;5;2020;None;None;None;None;None;None;None;полный ;левый ;None;None;None;None;None;None;5 934 000;X7 
None;BMW ;чёрный ;бензин ;F01/F02 рестайлинг (2012—2015) ;750i 4.4 xDrive AT (450 л.с.) ;4;2013;None;автомат ;None;None;None;131000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 070 000;7 серия 
седан ;BMW ;серый ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 Steptronic (190 л.с.) ;4;2020;None;None;None;None;None;None;Executive ;задний ;левый ;None;None;None;None;None;None;3 000 800;5 серия 
седан ;BMW ;чёрный ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 Steptronic (190 л.с.) ;4;2020;None;None;None;None;None;None;Executive ;задний ;левый ;None;None;None;None;None;None;3 000 800;5 серия 
None;BMW ;белый ;бензин ;F22/F23 рестайлинг (2017—н. в.) ;218i 1.5 Steptronic (136 л.с.) ;2;2018;None;автомат ;None;None;None;33060 км ;None;задний ;левый ;не битый ;1;None;None;None;None;1 735 000;2 серия 
None;BMW ;чёрный ;бензин ;F10/F11 (2009—2013) ;523i 2.5 AT (204 л.с.) ;4;2010;None;автомат ;None;None;None;102000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;1 050 000;5 серия 
None;BMW ;чёрный ;бензин ;F25 рестайлинг (2014—2018) ;20i 2.0 xDrive AT (184 л.с.) ;5;2015;None;автомат ;None;None;None;95000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 540 000;X3 
None;BMW ;белый ;бензин ;E71 (2007—2012) ;35i 3.0 AT (306 л.с.) ;5;2008;None;автомат ;None;None;None;240000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;900 000;X6 
None;BMW ;синий ;бензин ;G02 (2018—н. в.) ;20i 2.0 xDrive Steptronic (184 л.с.) ;5;2018;None;автомат ;None;None;None;34018 км ;None;полный ;левый ;не битый ;1;None;None;None;None;2 830 000;X4 
седан ;BMW ;чёрный ;дизель ;G20 (2018—н. в.) ;320d 2.0 xDrive AT (190 л.с.) ;4;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;3 270 438;3 серия 
None;BMW ;чёрный ;бензин ;F01/F02 рестайлинг (2012—2015) ;750Li 4.4 xDrive AT (450 л.с.) ;4;2013;None;автомат ;None;None;None;150000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 200 000;7 серия 
None;BMW ;белый ;бензин ;F10/F11 (2009—2013) ;528i 2.0 xDrive AT (245 л.с.) ;4;2012;None;автомат ;None;None;None;150000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;1 050 000;5 серия 
None;BMW ;белый ;бензин ;F15 (2013—2018) ;50i 4.4 xDrive Steptronic (450 л.с.) ;5;2013;None;автомат ;None;None;None;100000 км ;Базовая ;полный ;левый ;битый ;3;None;None;None;None;300 000;X5 
None;BMW ;бежевый ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;318i 2.0 AT (136 л.с.) ;4;2010;None;автомат ;None;None;None;195000 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;430 000;3 серия 
None;BMW ;коричневый ;бензин ;F30/F31 (2011—2015) ;316i 1.6 AT (136 л.с.) ;4;2013;None;автомат ;None;None;None;52500 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;950 000;3 серия 
None;BMW ;серый ;бензин ;E70 (2006—2010) ;48i 4.8 AT (355 л.с.) ;5;2007;None;автомат ;None;None;None;147000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;799 000;X5 
None;BMW ;чёрный ;бензин ;E39 (1995—2000) ;528i 2.8 AT (193 л.с.) ;4;1997;None;автомат ;None;None;None;232000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;200 000;5 серия 
None;BMW ;серый ;бензин ;E60/E61 рестайлинг (2007—2010) ;530xi 3.0 AT (272 л.с.) ;4;2007;None;автомат ;None;None;None;220000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;700 000;5 серия 
None;BMW ;серый ;бензин ;F25 (2010—2014) ;35i 3.0 xDrive AT (306 л.с.) ;5;2011;None;автомат ;None;None;None;110000 км ;None;полный ;левый ;не битый ;2;None;None;None;None;1 150 000;X3 
None;BMW ;чёрный ;дизель ;E60/E61 рестайлинг (2007—2010) ;520d 2.0 AT (177 л.с.) ;4;2009;None;автомат ;None;None;None;260000 км ;Базовая ;задний ;левый ;не битый ;4+ ;None;None;None;None;770 000;5 серия 
None;BMW ;коричневый ;бензин ;E84 рестайлинг (2012—2015) ;20i 2.0 xDrive AT (184 л.с.) ;5;2012;None;автомат ;None;None;None;133000 км ;xLine ;полный ;левый ;не битый ;2;None;None;None;None;890 000;X1 
None;BMW ;белый ;бензин ;E63/E64 (2003—2007) ;645i 4.4 AT (333 л.с.) ;2;2005;None;автомат ;None;None;None;200000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;890 000;6 серия 
None;BMW ;чёрный ;бензин ;E60/E61 (2002—2007) ;530i 3.0 AT (258 л.с.) ;4;2006;None;автомат ;None;None;None;312749 км ;None;задний ;левый ;не битый ;4+ ;None;None;None;None;574 000;5 серия 
None;BMW ;оранжевый ;бензин ;F22/F23 (2014—2017) ;220i 2.0 AT (184 л.с.) ;2;2014;None;автомат ;None;None;None;80000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;1 180 000;2 серия 
None;BMW ;коричневый ;дизель ;E70 рестайлинг (2010—2013) ;30d 3.0 AT (245 л.с.) ;5;2011;None;автомат ;None;None;None;150000 км ;Exclusive ;полный ;левый ;не битый ;2;None;None;None;None;1 770 000;X5 
None;BMW ;серый ;дизель ;F10/F11 рестайлинг (2013—2017) ;530d 3.0 xDrive AT (258 л.с.) ;4;2015;None;автомат ;None;None;None;115000 км ;Luxury Локальная сборка ;полный ;левый ;не битый ;3;None;None;None;None;1 599 000;5 серия 
None;BMW ;серый ;бензин ;F10 (2011—2013) ;4.4 AMT (560 л.с.) ;4;2013;None;робот ;None;None;None;67000 км ;None;задний ;левый ;не битый ;3;None;None;None;None;2 248 000;M5 
None;BMW ;белый ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;325i 2.5 xDrive AT (218 л.с.) ;4;2009;None;автомат ;None;None;None;171500 км ;Специальная серия ;полный ;левый ;не битый ;4+ ;None;None;None;None;690 000;3 серия 
None;BMW ;белый ;дизель ;F15 (2013—2018) ;25d 3.0 xDrive Steptronic (218 л.с.) ;5;2016;None;автомат ;None;None;None;80000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;2 600 000;X5 
None;BMW ;чёрный ;бензин ;E53 (1999—2003) ;4.4i 4.4 AT (286 л.с.) ;5;2002;None;автомат ;None;None;None;252000 км ;Базовая ;полный ;левый ;не битый ;4+ ;None;None;None;None;385 000;X5 
None;BMW ;белый ;бензин ;E89 (2009—2013) ;35is 3.0 AMT (340 л.с.) ;2;2011;None;робот ;None;None;None;81000 км ;Базовая ;задний ;левый ;не битый ;3;None;None;None;None;1 840 000;Z4 
None;BMW ;чёрный ;бензин ;F32/F33 рестайлинг (2017—н. в.) ;430i 2.0 Steptronic (249 л.с.) ;2;2017;None;автомат ;None;None;None;53000 км ;Base ;задний ;левый ;не битый ;1;None;None;None;None;2 300 000;4 серия 
None;BMW ;синий ;бензин ;E39 (1995—2000) ;520i 2.0 AT (150 л.с.) ;4;1997;None;автомат ;None;None;None;314000 км ;Базовая ;задний ;левый ;не битый ;2;None;None;None;None;500 000;5 серия 
None;BMW ;белый ;дизель ;E70 рестайлинг (2010—2013) ;30d 3.0 AT (245 л.с.) ;5;2010;None;автомат ;None;None;None;135005 км ;M Sport ;полный ;левый ;не битый ;2;None;None;None;None;1 549 000;X5 
None;BMW ;серый ;дизель ;F15 (2013—2018) ;30d 3.0 xDrive Steptronic (249 л.с.) ;5;2015;None;автомат ;None;None;None;97000 км ;M Sport ;полный ;левый ;не битый ;2;None;None;None;None;2 350 000;X5 
None;BMW ;красный ;бензин ;F20/F21 (2011—2015) ;116i 1.6 AT (136 л.с.) ;5;2013;None;автомат ;None;None;None;96864 км ;Базовая ;задний ;левый ;не битый ;1;None;None;None;None;768 000;1 серия 
внедорожник ;BMW ;чёрный ;бензин ;G01 (2017—н. в.) ;20i 2.0 xDrive Steptronic (184 л.с.) ;5;2020;None;None;None;None;None;None;Urban ;полный ;левый ;None;None;None;None;None;None;3 504 200;X3 
None;BMW ;чёрный ;бензин ;F01/F02 рестайлинг (2012—2015) ;750i 4.4 xDrive AT (450 л.с.) ;4;2013;None;автомат ;None;None;None;131000 км ;Базовая ;полный ;левый ;не битый ;1;None;None;None;None;1 070 000;7 серия 
купе ;BMW ;синий ;бензин ;F91/F92 (2019—н. в.) ;4.4 xDrive АТ (600 л.с.) ;2;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;12 868 893;M8 
None;BMW ;синий ;бензин ;F48 (2015—2019) ;20i 2.0 xDrive Steptronic (192 л.с.) ;5;2015;None;автомат ;None;None;None;157900 км ;Advantage ;полный ;левый ;не битый ;1;None;None;None;None;1 340 000;X1 
None;BMW ;серебряный ;дизель ;E83 рестайлинг (2006—2010) ;20d 2.0 MT (163 л.с.) ;5;2008;None;механика ;None;None;None;244000 км ;Базовая ;полный ;левый ;не битый ;3;None;None;None;None;610 000;X3 
внедорожник ;BMW ;чёрный ;бензин ;G05 (2018—н. в.) ;40i 3.0 xDrive Steptronic (340 л.с.) ;5;2020;None;None;None;None;None;None;M Sport Pure ;полный ;левый ;None;None;None;None;None;None;7 120 800;X5 
None;BMW ;чёрный ;бензин ;E70 (2006—2010) ;48i 4.8 AT (355 л.с.) ;5;2008;None;автомат ;None;None;None;172000 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;1 500 000;X5 
купе ;BMW ;серый ;бензин ;F91/F92 (2019—н. в.) ;4.4 xDrive АТ (625 л.с.) ;2;2020;None;None;None;None;None;None;Competition ;полный ;левый ;None;None;None;None;None;None;11 870 000;M8 
кабриолет ;BMW ;синий ;бензин ;G14/G15 (2018—н. в.) ;M850i 4.4 xDrive АT (530 л.с.) ;2;2020;None;None;None;None;None;None;Base ;полный ;левый ;None;None;None;None;None;None;9 100 000;8 серия 
None;BMW ;белый ;бензин ;E90/E92/E93 (2007—2013) ;4.0 AMT (420 л.с.) ;2;2008;None;робот ;None;None;None;112000 км ;Базовая ;задний ;левый ;не битый ;1;None;None;None;None;1 700 000;M3 
None;BMW ;белый ;бензин ;E71 (2007—2012) ;50i 4.4 AT (407 л.с.) ;5;2011;None;автомат ;None;None;None;55468 км ;Базовая ;полный ;левый ;не битый ;2;None;None;None;None;1 100 000;X6 
None;BMW ;белый ;бензин ;E90/E91/E92/E93 рестайлинг (2008—2013) ;318i 2.0 AT (136 л.с.) ;4;2011;None;автомат ;None;None;None;156500 км ;SE ;задний ;левый ;не битый ;3;None;None;None;None;680 000;3 серия 
None;BMW ;чёрный ;бензин ;E65/E66 (2001—2005) ;745Li 4.4 AT (333 л.с.) ;4;2003;None;автомат ;None;None;None;190000 км ;Базовая ;задний ;левый ;не битый ;1;None;None;None;None;250 000;7 серия 
None;BMW ;белый ;дизель ;F26 (2014—2018) ;20d 2.0 AT (190 л.с.) ;5;2016;None;автомат ;None;None;None;30048 км ;None;полный ;левый ;не битый ;2;None;None;None;None;2 255 000;X4 
седан ;BMW ;чёрный ;дизель ;G30/G31 (2016—н. в.) ;520d 2.0 Steptronic (190 л.с.) ;4;2020;None;None;None;None;None;None;Base ;задний ;левый ;None;None;None;None;None;None;3 047 264;5 серия 
